user_id,age,gender,city,product_category,price,quantity,payment_method,purchase_time,delivery_days,rating,total_spent
U01029,36,F,Bandung,Books,80000,4,Transfer,2024-01-15 07:34:21,1,5,320000
U05454,20,M,Denpasar,Sports,227000,2,Credit Card,2024-06-19 04:16:23,5,4,454000
U04571,25,M,Semarang,Books,182000,1,E-Wallet,2024-04-17 06:57:21,4,5,182000
U02010,38,F,Semarang,Sports,554000,2,E-Wallet,2024-03-11 07:31:53,2,4,1108000
U00928,33,M,Jakarta,Home,497000,1,Transfer,2024-01-11 02:10:57,1,4,497000
U00030,27,F,Surabaya,Electronics,3621000,3,Credit Card,2024-05-04 13:59:31,6,4,10863000
U02541,24,F,Surabaya,Books,120000,1,PayLater,2024-03-30 21:31:49,7,4,120000
U03820,19,F,Jakarta,Electronics,1962000,1,Credit Card,2024-05-22 17:27:06,5,4,1962000
U00495,44,M,Bandung,Health,130000,5,Transfer,2024-01-07 03:06:09,1,5,650000
U04484,35,M,Yogyakarta,Toys,114000,1,COD,2024-06-09 22:38:48,2,4,114000
U00873,18,M,Jakarta,Sports,234000,1,E-Wallet,2024-04-14 06:13:17,2,4,234000
U00835,30,F,Jakarta,Health,156000,2,COD,2024-02-28 23:34:48,4,4,312000
U03325,40,M,Jakarta,Beauty,257000,4,Transfer,2024-01-21 04:11:12,3,5,1028000
U00630,40,F,Bandung,Electronics,2581000,2,E-Wallet,2024-06-15 02:59:56,1,5,5162000
U02987,29,F,Semarang,Home,621000,2,Credit Card,2024-02-08 03:20:32,4,4,1242000
U00030,27,F,Surabaya,Fashion,97000,1,Transfer,2024-02-05 22:27:05,4,4,97000
U03783,21,M,Makassar,Food,72000,5,Credit Card,2024-06-28 15:57:12,6,4,360000
U00807,32,M,Yogyakarta,Food,37000,2,COD,2024-06-01 23:56:31,3,5,74000
U05929,41,M,Medan,Books,113000,1,Transfer,2024-03-16 05:28:48,5,5,113000
U05407,17,F,Jakarta,Home,615000,1,PayLater,2024-04-06 15:11:50,2,4,615000
U01969,28,F,Surabaya,Food,22000,5,Transfer,2024-05-30 00:03:38,2,5,110000
U03469,26,M,Jakarta,Fashion,236000,1,PayLater,2024-01-25 00:34:44,3,5,236000
U03581,49,M,Jakarta,Home,493000,2,E-Wallet,2024-03-25 13:39:05,5,3,986000
U01961,30,M,Jakarta,Fashion,426000,4,E-Wallet,2024-03-16 19:55:43,7,5,1704000
U04340,27,M,Yogyakarta,Fashion,147000,1,Credit Card,2024-01-23 01:16:21,1,4,147000
U00221,51,F,Jakarta,Books,95000,3,Transfer,2024-02-08 10:16:51,2,3,285000
U05276,37,M,Bandung,Food,56000,1,Transfer,2024-06-05 08:17:37,3,4,56000
U05503,31,M,Medan,Electronics,1206000,1,PayLater,2024-02-17 09:27:30,8,4,1206000
U05868,24,M,Jakarta,Food,34000,3,E-Wallet,2024-06-16 12:08:41,4,5,102000
U01344,41,F,Jakarta,Beauty,84000,3,Transfer,2024-05-31 07:50:15,2,4,252000
U04627,24,M,Jakarta,Toys,173000,1,E-Wallet,2024-05-04 03:33:53,2,5,173000
U02263,41,M,Bandung,Health,480000,3,Transfer,2024-04-04 07:02:46,1,5,1440000
U02415,39,F,Jakarta,Books,93000,1,PayLater,2024-04-02 10:30:35,3,4,93000
U02162,32,M,Bandung,Food,70000,1,COD,2024-06-01 21:17:06,1,4,70000
U04121,25,M,Medan,Fashion,216000,2,E-Wallet,2024-06-29 05:27:06,8,5,432000
U02982,41,M,Surabaya,Electronics,1396000,1,Credit Card,2024-01-01 23:41:19,3,5,1396000
U05241,29,M,Balikpapan,Beauty,124000,1,Transfer,2024-06-23 10:56:30,3,5,124000
U05862,41,M,Surabaya,Home,716000,2,Transfer,2024-06-14 18:45:21,5,4,1432000
U00858,34,M,Surabaya,Sports,373000,1,Transfer,2024-06-10 11:51:21,2,4,373000
U05123,28,M,Denpasar,Fashion,189000,2,Credit Card,2024-06-13 14:29:48,4,4,378000
U04994,35,M,Medan,Fashion,179000,1,Transfer,2024-06-07 19:27:57,6,3,179000
U00773,36,M,Palembang,Fashion,105000,2,Transfer,2024-06-26 23:53:23,11,3,210000
U02493,26,F,Yogyakarta,Toys,392000,3,COD,2024-04-03 09:14:32,2,5,1176000
U00020,17,M,Jakarta,Fashion,155000,2,PayLater,2024-04-22 02:57:42,1,4,310000
U05324,32,F,Palembang,Beauty,353000,1,Transfer,2024-01-16 02:30:16,5,4,353000
U00806,27,M,Bandung,Electronics,2055000,2,Transfer,2024-05-16 18:20:04,2,4,4110000
U01381,36,F,Semarang,Home,1119000,1,PayLater,2024-02-16 10:36:00,7,5,1119000
U02176,49,F,Surabaya,Electronics,1505000,1,E-Wallet,2024-05-29 08:24:02,3,5,1505000
U02406,42,M,Balikpapan,Fashion,126000,2,COD,2024-05-30 14:17:37,6,5,252000
U03364,18,F,Makassar,Electronics,3595000,1,Transfer,2024-03-26 04:03:29,8,4,3595000
U03427,32,F,Medan,Food,33000,6,Transfer,2024-01-10 21:14:46,6,4,198000
U00881,53,M,Jakarta,Food,122000,2,E-Wallet,2024-04-02 04:44:11,1,5,244000
U03109,34,M,Bandung,Toys,284000,1,E-Wallet,2024-01-11 19:49:01,1,4,284000
U01334,43,M,Jakarta,Fashion,591000,1,COD,2024-03-07 22:26:12,2,4,591000
U01685,19,F,Semarang,Electronics,874000,2,PayLater,2024-03-30 07:36:01,5,4,1748000
U02965,41,M,Palembang,Beauty,247000,6,Transfer,2024-04-11 12:28:10,3,4,1482000
U01606,21,M,Jakarta,Sports,230000,2,E-Wallet,2024-03-21 05:07:30,1,5,460000
U05204,37,F,Balikpapan,Fashion,39000,1,E-Wallet,2024-02-09 20:52:43,4,4,39000
U02558,30,M,Denpasar,Beauty,236000,4,E-Wallet,2024-04-15 20:52:07,2,5,944000
U00444,29,M,Surabaya,Books,99000,1,COD,2024-02-09 15:15:45,1,3,99000
U02043,25,M,Jakarta,Food,98000,1,Transfer,2024-05-31 17:01:56,3,5,98000
U05325,32,F,Medan,Home,446000,1,PayLater,2024-06-07 22:44:52,11,3,446000
U05608,27,M,Jakarta,Electronics,1758000,1,COD,2024-05-29 22:33:01,6,4,1758000
U00779,29,F,Denpasar,Electronics,4941000,1,Credit Card,2024-03-22 13:55:48,7,4,4941000
U03160,33,M,Bandung,Health,153000,3,Transfer,2024-03-21 01:12:50,2,4,459000
U01747,39,M,Surabaya,Fashion,152000,3,Transfer,2024-06-23 01:29:55,2,5,456000
U05975,34,M,Makassar,Fashion,199000,1,E-Wallet,2024-02-04 02:55:46,4,4,199000
U05151,50,M,Yogyakarta,Health,157000,2,PayLater,2024-04-05 09:25:04,3,5,314000
U03941,33,F,Denpasar,Sports,60000,1,E-Wallet,2024-03-23 09:23:43,5,4,60000
U00421,49,F,Jakarta,Beauty,178000,5,E-Wallet,2024-06-03 09:57:12,5,4,890000
U01852,46,M,Medan,Sports,1002000,2,Transfer,2024-06-24 21:35:08,6,4,2004000
U02109,27,M,Jakarta,Sports,374000,2,Transfer,2024-04-01 19:17:16,1,5,748000
U04675,37,M,Jakarta,Books,74000,2,E-Wallet,2024-02-06 03:57:27,2,4,148000
U05346,45,M,Semarang,Electronics,2272000,1,Transfer,2024-05-21 07:21:32,2,5,2272000
U03997,17,M,Jakarta,Food,169000,3,E-Wallet,2024-04-01 10:25:03,7,4,507000
U01359,17,F,Surabaya,Fashion,294000,1,COD,2024-01-05 19:59:59,10,4,294000
U03911,17,F,Palembang,Electronics,2012000,1,Transfer,2024-02-23 07:24:46,5,3,2012000
U02627,43,F,Semarang,Food,38000,5,COD,2024-03-27 23:06:58,7,3,190000
U02688,17,F,Bandung,Beauty,59000,3,E-Wallet,2024-06-09 00:25:52,1,4,177000
U04207,34,M,Yogyakarta,Fashion,215000,4,E-Wallet,2024-06-03 19:28:23,6,4,860000
U00491,30,M,Semarang,Fashion,218000,1,E-Wallet,2024-03-13 09:43:43,2,5,218000
U01296,29,F,Jakarta,Beauty,32000,2,Transfer,2024-06-15 12:11:23,1,5,64000
U05933,31,M,Palembang,Home,251000,1,Transfer,2024-02-27 16:10:56,9,3,251000
U02082,35,F,Palembang,Automotive,1423000,1,E-Wallet,2024-02-29 20:43:41,2,4,1423000
U03372,19,F,Semarang,Toys,158000,3,COD,2024-04-20 18:44:18,1,4,474000
U05493,27,M,Palembang,Health,25000,5,PayLater,2024-06-30 14:15:22,4,4,125000
U02173,27,M,Jakarta,Beauty,387000,1,COD,2024-06-16 08:49:21,1,5,387000
U03175,21,F,Jakarta,Sports,207000,3,COD,2024-05-14 16:14:53,2,4,621000
U04065,21,M,Semarang,Automotive,455000,2,Credit Card,2024-05-30 18:46:37,9,4,910000
U05838,43,F,Surabaya,Toys,399000,4,E-Wallet,2024-04-15 20:22:02,2,5,1596000
U03754,26,M,Bandung,Sports,230000,1,PayLater,2024-03-01 02:41:02,2,4,230000
U04990,52,M,Jakarta,Home,105000,1,Credit Card,2024-06-07 05:05:06,7,4,105000
U03830,34,F,Yogyakarta,Fashion,247000,1,PayLater,2024-01-31 17:08:40,4,4,247000
U05972,30,F,Bandung,Automotive,1104000,1,Transfer,2024-03-14 10:05:31,4,4,1104000
U01950,30,M,Palembang,Books,72000,1,Transfer,2024-03-22 02:14:30,2,5,72000
U03381,49,F,Palembang,Toys,174000,3,E-Wallet,2024-01-06 06:53:26,3,4,522000
U05690,28,F,Yogyakarta,Electronics,758000,1,Transfer,2024-06-20 09:17:12,7,4,758000
U00412,20,F,Jakarta,Fashion,105000,1,Transfer,2024-02-08 23:30:00,3,4,105000
U01423,27,M,Yogyakarta,Food,39000,5,Transfer,2024-01-05 03:52:17,8,3,195000
U02982,41,M,Surabaya,Toys,298000,1,Transfer,2024-04-18 03:48:32,3,4,298000
U01677,41,F,Medan,Automotive,677000,3,PayLater,2024-01-09 04:27:55,1,4,2031000
U05283,39,F,Bandung,Fashion,433000,1,Transfer,2024-02-01 00:55:18,1,5,433000
U01647,28,F,Yogyakarta,Sports,1232000,2,PayLater,2024-01-21 13:27:34,2,4,2464000
U02712,44,M,Yogyakarta,Electronics,3221000,1,E-Wallet,2024-05-16 20:55:55,3,4,3221000
U03960,32,M,Palembang,Food,16000,4,Transfer,2024-03-31 14:13:11,2,4,64000
U05185,39,F,Makassar,Home,342000,1,Transfer,2024-06-14 23:41:21,6,4,342000
U01240,45,F,Balikpapan,Books,184000,1,E-Wallet,2024-05-02 23:26:40,7,4,184000
U00603,38,M,Jakarta,Automotive,581000,1,E-Wallet,2024-01-20 08:53:06,1,4,581000
U01938,34,M,Semarang,Fashion,68000,4,Transfer,2024-01-02 02:31:54,2,4,272000
U00026,31,F,Semarang,Home,284000,1,Transfer,2024-03-27 11:15:38,5,4,284000
U04680,32,M,Balikpapan,Beauty,25000,5,PayLater,2024-04-23 19:34:19,3,4,125000
U01068,40,M,Jakarta,Fashion,174000,3,E-Wallet,2024-01-14 01:32:18,4,5,522000
U05210,31,F,Jakarta,Health,87000,4,E-Wallet,2024-01-22 12:32:47,2,5,348000
U05253,26,M,Bandung,Automotive,491000,3,E-Wallet,2024-01-28 06:08:59,6,4,1473000
U05281,24,F,Palembang,Fashion,485000,2,COD,2024-04-24 19:05:29,8,4,970000
U05864,17,F,Balikpapan,Home,164000,2,E-Wallet,2024-06-10 05:10:28,4,5,328000
U00380,23,M,Bandung,Fashion,128000,3,PayLater,2024-05-10 10:23:03,3,4,384000
U01285,23,F,Jakarta,Home,188000,1,PayLater,2024-05-24 22:32:45,4,4,188000
U05503,31,M,Medan,Sports,819000,3,E-Wallet,2024-02-12 17:25:01,1,5,2457000
U04465,25,M,Denpasar,Electronics,3823000,1,E-Wallet,2024-03-04 22:46:40,6,4,3823000
U03183,20,F,Yogyakarta,Automotive,813000,2,Transfer,2024-01-26 13:03:30,3,5,1626000
U03748,32,M,Surabaya,Beauty,156000,6,PayLater,2024-05-05 05:28:14,3,4,936000
U05197,39,F,Bandung,Health,61000,4,E-Wallet,2024-05-13 03:34:45,3,4,244000
U02257,38,F,Medan,Electronics,1991000,1,Transfer,2024-05-21 11:10:55,5,4,1991000
U05133,34,F,Medan,Toys,86000,1,COD,2024-03-31 22:10:19,7,4,86000
U05690,28,F,Yogyakarta,Toys,195000,1,COD,2024-05-30 11:00:19,2,5,195000
U03928,34,F,Palembang,Electronics,1362000,1,Transfer,2024-06-23 08:25:47,4,5,1362000
U04121,25,M,Medan,Fashion,139000,2,PayLater,2024-04-21 13:15:05,3,4,278000
U00546,23,F,Jakarta,Automotive,645000,2,Transfer,2024-04-30 18:49:28,1,5,1290000
U05260,48,M,Makassar,Home,672000,2,Credit Card,2024-05-04 02:49:05,6,5,1344000
U00275,21,F,Semarang,Food,173000,1,Credit Card,2024-03-28 22:41:38,8,4,173000
U03442,24,M,Jakarta,Automotive,930000,1,COD,2024-01-17 16:27:41,2,4,930000
U02270,29,M,Jakarta,Electronics,8532000,1,Transfer,2024-01-19 11:46:36,1,4,8532000
U03109,34,M,Bandung,Food,57000,1,Transfer,2024-03-24 20:42:06,1,5,57000
U02923,28,F,Makassar,Beauty,440000,2,Transfer,2024-01-29 12:17:05,4,4,880000
U05249,37,F,Jakarta,Beauty,171000,2,E-Wallet,2024-03-28 22:36:17,2,5,342000
U03388,31,M,Bandung,Fashion,250000,2,COD,2024-01-05 05:24:42,1,4,500000
U05443,22,F,Jakarta,Home,371000,1,COD,2024-06-10 19:12:12,3,5,371000
U05553,28,F,Yogyakarta,Sports,477000,1,COD,2024-05-24 19:26:04,4,5,477000
U01871,20,M,Balikpapan,Beauty,171000,3,COD,2024-06-14 09:47:21,3,3,513000
U04014,32,M,Yogyakarta,Sports,143000,2,Credit Card,2024-06-20 05:22:27,10,4,286000
U05368,27,F,Palembang,Fashion,346000,3,Transfer,2024-02-16 12:28:27,4,5,1038000
U00111,17,M,Bandung,Toys,67000,1,Credit Card,2024-02-09 19:18:26,2,5,67000
U01756,42,M,Jakarta,Food,81000,2,E-Wallet,2024-03-15 05:51:51,1,4,162000
U04804,24,F,Balikpapan,Health,215000,1,Transfer,2024-06-01 00:07:17,5,4,215000
U01368,22,F,Medan,Electronics,4684000,1,E-Wallet,2024-01-15 08:51:28,11,4,4684000
U01529,26,F,Jakarta,Food,27000,5,Transfer,2024-02-17 15:02:39,2,5,135000
U00552,29,F,Jakarta,Fashion,106000,3,E-Wallet,2024-02-26 10:49:09,2,4,318000
U00134,34,M,Jakarta,Home,908000,1,E-Wallet,2024-06-27 13:16:02,2,4,908000
U02912,33,F,Jakarta,Fashion,99000,3,COD,2024-05-10 14:10:07,4,4,297000
U02014,22,M,Denpasar,Books,43000,2,COD,2024-04-08 15:09:54,4,4,86000
U03263,22,M,Semarang,Automotive,731000,2,Transfer,2024-03-19 00:17:39,2,4,1462000
U05283,39,F,Bandung,Fashion,205000,2,E-Wallet,2024-02-10 04:50:15,2,4,410000
U05181,32,M,Balikpapan,Fashion,236000,1,PayLater,2024-04-29 01:53:42,4,4,236000
U05125,36,F,Yogyakarta,Automotive,921000,1,E-Wallet,2024-03-09 03:19:56,4,4,921000
U01061,37,M,Yogyakarta,Food,73000,2,Transfer,2024-04-24 07:11:28,4,3,146000
U02508,41,M,Palembang,Food,47000,4,E-Wallet,2024-06-21 03:36:15,2,4,188000
U05857,17,F,Denpasar,Fashion,219000,3,E-Wallet,2024-05-21 01:51:41,7,5,657000
U02023,42,M,Surabaya,Food,47000,4,Transfer,2024-02-28 00:08:47,3,5,188000
U05848,21,F,Bandung,Fashion,217000,2,E-Wallet,2024-02-08 09:21:40,1,4,434000
U02187,17,M,Jakarta,Sports,146000,1,Transfer,2024-03-04 08:07:56,2,5,146000
U02666,18,M,Yogyakarta,Home,710000,1,Credit Card,2024-05-22 07:10:07,6,3,710000
U03171,21,F,Surabaya,Books,208000,4,Transfer,2024-04-09 21:46:43,4,3,832000
U02728,42,F,Balikpapan,Fashion,331000,1,Transfer,2024-01-04 01:41:57,4,4,331000
U03336,18,M,Surabaya,Home,619000,2,E-Wallet,2024-01-04 15:32:13,5,4,1238000
U02647,27,F,Jakarta,Fashion,106000,1,Credit Card,2024-05-05 01:46:25,1,5,106000
U00596,25,M,Denpasar,Health,52000,2,Credit Card,2024-06-10 01:34:41,3,4,104000
U04107,27,M,Bandung,Home,748000,2,Credit Card,2024-05-13 00:33:31,2,4,1496000
U02375,40,M,Palembang,Fashion,216000,3,E-Wallet,2024-02-29 11:50:28,7,4,648000
U05818,32,F,Surabaya,Fashion,238000,1,PayLater,2024-02-18 22:16:32,3,4,238000
U03422,29,M,Bandung,Electronics,2012000,1,Credit Card,2024-02-02 04:03:55,4,5,2012000
U02279,36,F,Semarang,Electronics,2073000,1,E-Wallet,2024-04-01 15:41:06,1,5,2073000
U01165,39,F,Surabaya,Home,657000,3,PayLater,2024-02-08 22:21:45,3,5,1971000
U00618,37,F,Medan,Fashion,198000,2,Transfer,2024-06-26 13:42:52,1,4,396000
U04861,26,F,Surabaya,Health,37000,1,Credit Card,2024-05-04 01:55:17,1,4,37000
U04145,17,F,Yogyakarta,Fashion,343000,1,Transfer,2024-06-15 17:22:22,7,4,343000
U00451,29,M,Surabaya,Toys,284000,1,Transfer,2024-03-29 05:05:51,7,4,284000
U01799,40,M,Makassar,Fashion,85000,1,COD,2024-03-18 18:36:48,2,4,85000
U04587,39,M,Yogyakarta,Fashion,93000,2,PayLater,2024-01-14 11:06:34,1,5,186000
U01893,26,M,Balikpapan,Health,262000,1,PayLater,2024-04-01 09:42:55,8,3,262000
U05529,28,F,Bandung,Toys,415000,1,PayLater,2024-03-06 06:32:42,1,5,415000
U02455,36,F,Jakarta,Beauty,20000,1,Credit Card,2024-01-17 20:25:53,1,5,20000
U05171,33,F,Makassar,Sports,527000,1,E-Wallet,2024-04-21 01:14:57,9,4,527000
U02223,37,M,Makassar,Health,121000,3,Transfer,2024-04-10 05:09:33,3,4,363000
U03809,36,F,Medan,Beauty,133000,3,E-Wallet,2024-04-04 04:43:05,1,4,399000
U01285,23,F,Jakarta,Electronics,1898000,3,Credit Card,2024-01-23 08:30:00,1,5,5694000
U02528,35,M,Surabaya,Electronics,1015000,1,Transfer,2024-05-01 08:50:04,1,5,1015000
U01758,39,M,Jakarta,Sports,611000,1,Transfer,2024-03-12 05:26:14,2,4,611000
U00223,36,M,Surabaya,Beauty,78000,6,Credit Card,2024-06-17 17:57:21,1,4,468000
U04365,25,M,Jakarta,Books,168000,1,PayLater,2024-02-25 19:18:52,2,4,168000
U00901,33,F,Palembang,Electronics,3413000,2,COD,2024-04-24 07:13:20,4,4,6826000
U05015,31,F,Surabaya,Health,76000,1,E-Wallet,2024-06-24 04:13:16,5,4,76000
U02366,44,M,Medan,Home,231000,1,E-Wallet,2024-04-30 15:44:48,5,4,231000
U04481,19,F,Surabaya,Beauty,136000,3,PayLater,2024-01-16 00:39:22,2,5,408000
U01610,28,F,Jakarta,Electronics,4962000,2,Credit Card,2024-04-12 02:29:44,3,4,9924000
U04722,35,M,Semarang,Health,93000,4,E-Wallet,2024-05-12 19:59:25,3,4,372000
U03291,43,M,Palembang,Home,315000,1,Credit Card,2024-06-27 06:17:34,9,3,315000
U01224,34,M,Medan,Home,523000,1,Credit Card,2024-04-22 04:37:08,8,4,523000
U01908,20,M,Jakarta,Health,223000,1,COD,2024-02-05 16:29:59,3,5,223000
U01363,31,M,Balikpapan,Health,204000,1,COD,2024-03-28 18:47:16,6,4,204000
U02752,44,F,Denpasar,Fashion,216000,1,Credit Card,2024-01-24 14:13:53,4,4,216000
U05811,40,F,Jakarta,Health,114000,1,COD,2024-01-22 15:31:43,2,4,114000
U03970,42,F,Jakarta,Books,126000,2,Credit Card,2024-03-31 22:03:39,4,3,252000
U05872,32,F,Denpasar,Electronics,250000,3,E-Wallet,2024-05-20 02:39:28,7,4,750000
U01269,23,M,Jakarta,Fashion,785000,2,Credit Card,2024-06-11 20:33:51,5,5,1570000
U04938,41,M,Semarang,Food,43000,4,Transfer,2024-05-01 09:40:43,1,5,172000
U05749,30,M,Makassar,Beauty,143000,4,PayLater,2024-01-20 19:02:14,4,4,572000
U01232,18,M,Bandung,Sports,1683000,2,COD,2024-05-23 15:20:06,4,5,3366000
U04069,19,M,Semarang,Fashion,126000,1,Transfer,2024-04-25 22:52:45,1,5,126000
U01748,35,F,Makassar,Toys,970000,2,PayLater,2024-02-14 18:17:34,7,4,1940000
U02559,33,M,Surabaya,Toys,318000,1,E-Wallet,2024-01-12 09:15:36,2,3,318000
U05379,35,F,Denpasar,Beauty,172000,3,Transfer,2024-02-10 01:09:09,1,5,516000
U00738,39,F,Jakarta,Health,221000,1,E-Wallet,2024-04-07 13:37:25,1,4,221000
U04437,41,F,Denpasar,Toys,105000,1,Credit Card,2024-03-06 23:20:16,6,4,105000
U02980,32,F,Bandung,Fashion,66000,1,Transfer,2024-05-25 20:02:18,1,4,66000
U01952,41,F,Palembang,Toys,83000,4,Transfer,2024-01-06 19:49:53,5,4,332000
U01782,29,F,Palembang,Health,302000,1,E-Wallet,2024-02-08 16:55:27,6,4,302000
U00530,22,F,Jakarta,Electronics,899000,1,Transfer,2024-06-27 01:52:02,2,5,899000
U04130,45,F,Surabaya,Health,44000,5,Transfer,2024-01-01 18:58:19,1,5,220000
U04419,27,F,Surabaya,Electronics,1638000,1,E-Wallet,2024-03-13 21:48:59,3,4,1638000
U01205,30,F,Medan,Home,625000,2,E-Wallet,2024-03-29 09:57:04,4,4,1250000
U01987,37,M,Jakarta,Books,102000,1,PayLater,2024-05-05 04:33:45,1,5,102000
U00347,17,F,Balikpapan,Toys,290000,2,COD,2024-02-09 23:31:16,3,4,580000
U05826,17,F,Surabaya,Books,224000,4,E-Wallet,2024-03-20 01:33:32,6,4,896000
U01216,41,M,Bandung,Home,624000,1,PayLater,2024-01-14 00:07:03,4,5,624000
U05699,29,F,Bandung,Beauty,113000,2,Transfer,2024-05-15 09:45:25,4,4,226000
U02769,25,M,Jakarta,Sports,264000,1,COD,2024-03-17 08:06:31,4,4,264000
U05799,35,F,Jakarta,Home,717000,1,Transfer,2024-04-30 21:55:19,3,5,717000
U00245,19,F,Balikpapan,Beauty,153000,4,COD,2024-05-10 17:00:08,4,5,612000
U02726,30,F,Palembang,Toys,103000,4,Credit Card,2024-06-24 17:07:25,9,4,412000
U05928,31,M,Medan,Fashion,527000,1,E-Wallet,2024-03-30 21:05:43,1,5,527000
U03052,24,F,Jakarta,Home,502000,1,PayLater,2024-03-04 04:32:20,3,4,502000
U00133,20,F,Bandung,Electronics,2735000,1,COD,2024-03-10 02:57:09,7,4,2735000
U01371,28,F,Semarang,Sports,294000,3,E-Wallet,2024-01-10 12:34:45,1,5,882000
U02097,36,M,Jakarta,Fashion,468000,1,E-Wallet,2024-03-15 11:29:44,1,5,468000
U01088,32,F,Bandung,Home,137000,1,Credit Card,2024-02-25 23:13:34,4,4,137000
U01648,39,M,Palembang,Fashion,685000,3,COD,2024-03-19 14:54:13,7,4,2055000
U01892,30,M,Denpasar,Electronics,445000,1,E-Wallet,2024-04-05 08:40:02,1,4,445000
U01721,35,M,Balikpapan,Home,159000,1,PayLater,2024-01-10 08:49:55,8,4,159000
U05224,22,M,Medan,Food,59000,1,COD,2024-05-13 21:28:25,6,3,59000
U04003,30,F,Jakarta,Food,34000,6,PayLater,2024-04-16 23:05:54,3,4,204000
U02261,34,F,Denpasar,Fashion,168000,1,Transfer,2024-02-17 00:33:43,2,4,168000
U05637,49,F,Balikpapan,Health,97000,2,E-Wallet,2024-04-26 03:39:18,9,4,194000
U00119,40,M,Balikpapan,Electronics,1001000,1,PayLater,2024-03-01 21:17:00,9,4,1001000
U02904,33,F,Surabaya,Automotive,789000,1,COD,2024-04-28 22:03:35,7,4,789000
U02809,38,F,Balikpapan,Books,96000,2,E-Wallet,2024-03-22 11:50:45,4,4,192000
U00895,42,M,Jakarta,Fashion,394000,2,Transfer,2024-02-17 21:05:22,1,4,788000
U01266,17,M,Makassar,Food,52000,1,E-Wallet,2024-05-20 04:31:16,9,3,52000
U00363,29,F,Jakarta,Health,105000,3,Transfer,2024-05-13 19:05:38,1,5,315000
U01774,32,M,Bandung,Beauty,217000,6,PayLater,2024-06-07 13:25:29,1,4,1302000
U05837,17,M,Bandung,Electronics,480000,2,Credit Card,2024-06-01 11:45:48,5,4,960000
U00314,37,F,Jakarta,Food,10000,6,COD,2024-05-25 13:01:56,3,5,60000
U05633,31,M,Semarang,Food,16000,6,Transfer,2024-04-03 03:04:56,3,4,96000
U01707,36,F,Jakarta,Toys,149000,3,COD,2024-04-14 08:23:09,5,3,447000
U03466,18,M,Bandung,Automotive,831000,1,Transfer,2024-03-29 09:31:49,3,4,831000
U05183,28,M,Yogyakarta,Electronics,266000,2,Transfer,2024-03-19 23:20:22,5,4,532000
U04368,30,F,Jakarta,Fashion,210000,1,Credit Card,2024-02-20 14:05:16,3,4,210000
U05157,31,F,Palembang,Fashion,165000,2,E-Wallet,2024-05-29 16:50:19,1,5,330000
U01790,42,M,Makassar,Health,155000,5,Credit Card,2024-02-02 09:15:51,4,4,775000
U02394,24,M,Jakarta,Home,110000,1,PayLater,2024-06-04 22:27:13,4,4,110000
U03611,30,M,Yogyakarta,Automotive,3945000,1,E-Wallet,2024-05-07 15:36:39,3,4,3945000
U03695,38,F,Jakarta,Food,51000,6,E-Wallet,2024-05-19 03:44:42,1,4,306000
U02281,17,M,Medan,Sports,165000,1,PayLater,2024-03-26 06:50:43,2,4,165000
U00990,30,M,Balikpapan,Fashion,232000,1,E-Wallet,2024-05-02 10:38:53,4,5,232000
U03681,20,M,Semarang,Automotive,1800000,1,PayLater,2024-06-26 02:35:28,2,4,1800000
U02464,19,F,Yogyakarta,Food,20000,3,Credit Card,2024-05-29 08:01:16,3,5,60000
U00905,32,F,Jakarta,Toys,66000,3,PayLater,2024-03-16 14:09:32,1,5,198000
U03045,36,F,Surabaya,Fashion,195000,3,E-Wallet,2024-03-03 16:48:40,4,4,585000
U03398,43,F,Denpasar,Sports,378000,1,COD,2024-01-27 22:41:44,2,4,378000
U03998,27,F,Surabaya,Food,82000,2,E-Wallet,2024-03-03 06:52:19,3,4,164000
U04840,24,F,Surabaya,Electronics,4864000,2,Transfer,2024-03-24 01:42:38,5,3,9728000
U00911,27,M,Balikpapan,Food,86000,6,E-Wallet,2024-06-04 18:13:15,8,3,516000
U02608,17,F,Yogyakarta,Home,158000,1,Credit Card,2024-02-25 00:16:07,3,4,158000
U05982,45,M,Makassar,Electronics,818000,1,COD,2024-06-14 02:16:38,3,3,818000
U01746,32,M,Palembang,Fashion,121000,2,Transfer,2024-01-28 10:03:31,3,5,242000
U02124,28,F,Makassar,Food,86000,1,COD,2024-04-29 21:23:28,2,5,86000
U04343,48,F,Makassar,Food,76000,3,Transfer,2024-06-23 15:33:12,6,3,228000
U01852,46,M,Medan,Food,120000,1,COD,2024-05-30 00:32:30,8,4,120000
U04672,17,M,Semarang,Food,73000,3,COD,2024-03-03 00:37:47,4,4,219000
U03766,30,M,Semarang,Electronics,1116000,1,E-Wallet,2024-06-17 04:58:59,5,4,1116000
U01616,59,M,Balikpapan,Fashion,184000,2,COD,2024-04-25 23:41:04,5,4,368000
U02391,17,M,Makassar,Toys,68000,3,COD,2024-05-28 16:08:12,3,5,204000
U02763,38,M,Yogyakarta,Fashion,329000,1,E-Wallet,2024-06-22 06:51:55,4,5,329000
U01206,30,M,Bandung,Sports,249000,1,E-Wallet,2024-03-16 03:21:47,2,4,249000
U04027,23,M,Surabaya,Food,117000,2,Transfer,2024-03-26 20:50:00,2,5,234000
U05080,43,M,Jakarta,Health,215000,6,E-Wallet,2024-03-15 17:27:29,2,5,1290000
U02680,28,M,Yogyakarta,Electronics,6725000,2,Transfer,2024-05-01 05:37:53,3,4,13450000
